Date,ACC.NS,ADANIENT.NS,ADANIPORTS.NS,AMBUJACEM.NS,APOLLOHOSP.NS,ASIANPAINT.NS,AUROPHARMA.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJAJHLDNG.NS,BANKBARODA.NS,BANKINDIA.NS,BHARATFORG.NS,BHARTIARTL.NS,BHEL.NS,BOSCHLTD.NS,BPCL.NS,CANBK.NS,CIPLA.NS,COALINDIA.NS,COLPAL.NS,CONCOR.NS,DABUR.NS,DIVISLAB.NS,DRREDDY.NS,FEDERALBNK.NS,GAIL.NS,GODREJCP.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,JSWSTEEL.NS,KOTAKBANK.NS,LT.NS,MARUTI.NS,NTPC.NS,ONGC.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TCS.NS,WIPRO.NS
2015-01-15,1342.2791748046875,72.33544921875,312.2081604003906,206.6898651123047,1103.8983154296875,767.3994750976562,534.581787109375,497.6111145019531,1819.6224365234375,128.14723205566406,1230.4293212890625,188.9892578125,257.28472900390625,452.6036071777344,296.5706481933594,163.81459045410156,19167.103515625,57.146751403808594,74.97989654541016,595.9016723632812,147.88320922851562,786.826904296875,388.4870910644531,224.39268493652344,776.343505859375,602.7609252929688,65.18265533447266,53.7418098449707,326.2353515625,530.9013061523438,293.8748779296875,226.61338806152344,2087.6630859375,131.3517608642578,769.331787109375,294.4828186035156,781.9105224609375,397.5460205078125,157.1619415283203,86.08780670166016,139.03741455078125,888.267822265625,3290.744140625,77.81696319580078,130.8363494873047,184.9390106201172,285.49591064453125,756.32763671875,986.3740844726562,92.32642364501953
2015-01-16,1345.7803955078125,72.2488021850586,312.4442443847656,205.74429321289062,1140.3458251953125,771.1480712890625,545.5606689453125,498.3371276855469,1821.2777099609375,126.01980590820312,1202.3172607421875,186.00347900390625,256.8998718261719,468.58819580078125,291.05267333984375,166.79916381835938,19263.005859375,56.832149505615234,74.51306915283203,604.5872192382812,152.13766479492188,791.55419921875,385.4918212890625,225.7395782470703,783.9209594726562,611.1776733398438,65.22772979736328,53.38376998901367,343.35101318359375,526.3206176757812,302.3135070800781,228.4844512939453,2050.26904296875,128.25082397460938,785.6107788085938,295.3174133300781,783.3229370117188,394.5750427246094,158.12802124023438,86.93010711669922,138.5360870361328,898.4562377929688,3282.393798828125,78.48780822753906,131.06289672851562,186.10523986816406,281.1730041503906,778.1687622070312,983.6741943359375,91.59208679199219
2015-01-19,1358.6766357421875,73.11527252197266,310.08331298828125,212.14828491210938,1154.2418212890625,760.588134765625,549.1019287109375,512.03466796875,1809.048583984375,125.05551147460938,1190.3353271484375,186.6918487548828,255.7025909423828,468.8412170410156,297.5044860839844,171.18463134765625,19319.962890625,55.61670684814453,76.07736206054688,614.3470458984375,152.19786071777344,786.1602172851562,388.41680908203125,231.48629760742188,783.9209594726562,618.2646484375,66.21908569335938,55.3434944152832,333.7864074707031,528.6363525390625,303.3557434082031,229.21461486816406,2010.36328125,129.82444763183594,745.1217041015625,301.1178283691406,780.780517578125,391.6319885253906,157.55718994140625,86.59320068359375,137.9502716064453,911.4949340820312,3291.152099609375,79.24248504638672,131.2139434814453,188.23440551757812,279.1228942871094,790.302490234375,975.4580078125,96.4023208618164
2015-01-20,1368.7811279296875,73.1441421508789,312.1137390136719,212.4921417236328,1164.2911376953125,767.2623901367188,550.8494262695312,533.7667846679688,1809.3125,131.4178924560547,1184.6373291015625,187.0274200439453,254.03497314453125,463.8043518066406,301.2821960449219,171.30641174316406,19343.0546875,55.82789611816406,77.01922607421875,618.082763671875,153.4420623779297,778.1805419921875,390.3996276855469,228.20883178710938,775.8626708984375,614.9722900390625,65.27278137207031,54.18776321411133,330.09478759765625,534.2881469726562,308.42803955078125,232.95668029785156,2001.412841796875,133.943603515625,747.542724609375,306.918212890625,791.4214477539062,395.6739807128906,162.95838928222656,89.11566925048828,138.5708465576172,919.7920532226562,3272.364990234375,79.85742950439453,132.2711639404297,193.24172973632812,283.57958984375,798.8191528320312,971.3590087890625,97.42540740966797
2015-01-21,1368.9139404296875,73.09361267089844,311.0276794433594,212.01934814453125,1177.94677734375,778.3251342773438,552.7382202148438,529.7493286132812,1841.219970703125,128.50511169433594,1176.8447265625,194.1002960205078,258.2681884765625,464.0572814941406,313.2519836425781,172.0982666015625,19440.080078125,56.38819885253906,76.97008514404297,600.9448852539062,157.275146484375,764.887451171875,392.3824157714844,224.66207885742188,768.8576049804688,620.4872436523438,65.07000732421875,54.495540618896484,334.18292236328125,547.5601806640625,311.2132263183594,232.72854614257812,2034.3140869140625,132.55516052246094,786.3621826171875,307.5023498535156,793.3988647460938,404.18646240234375,154.8784942626953,88.65904998779297,137.8212127685547,933.9033203125,3298.821533203125,80.22078704833984,130.66641235351562,194.03347778320312,290.7549133300781,811.3192749023438,976.5458374023438,97.1448974609375
2015-01-22,1381.6329345703125,74.89152526855469,311.07489013671875,214.0394287109375,1194.1029052734375,792.81640625,557.7197875976562,546.6898193359375,1839.4517822265625,129.05686950683594,1179.400634765625,192.61175537109375,255.446044921875,468.7721252441406,314.1009521484375,173.25552368164062,19474.89453125,56.638187408447266,76.2493667602539,611.545166015625,159.1013641357422,776.8875122070312,405.6009216308594,224.66207885742188,758.2122802734375,625.2118530273438,64.82215881347656,54.15007400512695,332.657470703125,551.3449096679688,307.23828125,233.025146484375,2008.6298828125,132.7865753173828,788.6162109375,308.6290283203125,796.8829956054688,409.13201904296875,153.9783172607422,88.06499481201172,137.77157592773438,938.84228515625,3264.83203125,78.37600708007812,133.25294494628906,189.11175537109375,289.373291015625,842.5466918945312,976.4486694335938,98.95063781738281
2015-01-23,1366.78662109375,81.4261245727539,327.60137939453125,217.04798889160156,1244.494140625,788.1992797851562,557.1295166015625,547.0769653320312,1837.3443603515625,130.44862365722656,1175.4622802734375,191.96640014648438,251.68319702148438,462.35540771484375,326.07073974609375,169.9969024658203,19615.810546875,58.163944244384766,76.82266998291016,632.8857421875,158.41900634765625,772.8673706054688,400.6228942871094,224.123291015625,768.4911499023438,623.044921875,64.84469604492188,53.13253402709961,335.6626892089844,548.9783935546875,303.7245178222656,237.94235229492188,2025.5753173828125,134.03622436523438,805.8550415039062,309.38018798828125,807.33544921875,412.5965881347656,153.4513702392578,90.02002716064453,137.5382537841797,965.9357299804688,3273.40869140625,79.32634735107422,131.70480346679688,189.78585815429688,291.86907958984375,848.7281494140625,972.5830688476562,100.1572494506836
2015-01-27,1354.9539794921875,81.05786895751953,325.9487609863281,215.07093811035156,1297.4342041015625,814.1648559570312,556.0908203125,573.1651611328125,1821.0518798828125,136.73147583007812,1170.3509521484375,191.8373260498047,249.33140563964844,467.4841613769531,334.64483642578125,171.70233154296875,20712.48046875,59.65521240234375,76.91275024414062,660.3436279296875,153.5825958251953,778.3622436523438,401.1573181152344,223.36007690429688,773.0927124023438,597.5248413085938,65.43048858642578,52.655155181884766,328.9811706542969,557.2211303710938,298.1357727050781,245.07290649414062,2022.00244140625,131.90716552734375,786.3621826171875,320.0628967285156,812.891357421875,397.965087890625,158.14996337890625,90.12642669677734,137.84107971191406,983.2642822265625,3347.10546875,80.02513885498047,132.2523193359375,190.2458953857422,294.1865234375,837.00634765625,973.9263916015625,99.61636352539062
2015-01-28,1368.3380126953125,80.46578216552734,320.3769226074219,214.08238220214844,1367.0108642578125,832.2217407226562,556.3267211914062,571.7130737304688,1805.2109375,144.18736267089844,1193.26806640625,192.35360717773438,249.16038513183594,466.8632507324219,317.15704345703125,170.08822631835938,20926.169921875,60.87925720214844,77.98564910888672,657.0748291015625,154.04415893554688,776.7259521484375,402.324462890625,226.05384826660156,796.2832641601562,602.4818725585938,65.38543701171875,52.61119842529297,339.5679016113281,563.6906127929688,306.0762939453125,241.4905242919922,2027.2034912109375,129.73187255859375,779.5999145507812,320.5218811035156,818.0704956054688,399.464599609375,159.09410095214844,88.22459411621094,134.147705078125,958.6259155273438,3381.5029296875,79.85742950439453,133.63052368164062,194.0548553466797,298.24212646484375,833.1143798828125,988.54248046875,101.0643081665039
2015-01-29,1403.0382080078125,84.24934387207031,325.0043640136719,220.0135955810547,1307.2431640625,805.7534790039062,576.8204345703125,580.3284912109375,1809.65087890625,145.1665802001953,1191.2991943359375,186.84671020507812,240.1380615234375,479.4668884277344,319.024658203125,175.3568878173828,21055.88671875,63.258392333984375,77.10931396484375,651.3778076171875,150.49208068847656,763.1906127929688,391.2011413574219,232.0250701904297,809.6298217773438,625.5931396484375,65.00240325927734,53.15138244628906,332.56597900390625,569.0745239257812,304.1488952636719,249.8531951904297,2035.268798828125,131.8146209716797,786.069580078125,317.3922424316406,824.944580078125,399.6415710449219,162.56312561035156,88.4107894897461,132.18685913085938,973.047607421875,3347.921630859375,79.29837799072266,132.8753204345703,198.88031005859375,291.4679260253906,842.3176879882812,990.5083618164062,100.30705261230469
