frequency,rf_pre,rf_post,sharpe_pre,sharpe_post,sharpe_change,sharpe_pct_change
daily,0.013995071193866374,0.02779529282977559,1.6380972541471874,1.7488513028206745,0.11075404867348704,6.76113999905011
weekly,0.013995071193866374,0.02779529282977559,1.613750611487523,1.7122376583081003,0.09848704682057718,6.102990519073687
monthly,0.013995071193866374,0.02779529282977559,1.4382625320129991,1.801355099796816,0.3630925677838168,25.245221905046133
