Turnover (%),Pre cost drag (%),Post cost drag (%),SR pre gross,SR post gross,SR pre net,SR post net,Delta SR gross,Delta SR net,Improvement survives
100.0,1.04,0.48,1.024,1.93,0.949,1.896,0.906,0.946,True
