Date,ACC.NS,ADANIPORTS.NS,AMBUJACEM.NS,ASIANPAINT.NS,AXISBANK.NS,BAJAJ-AUTO.NS,BANKBARODA.NS,BHARTIARTL.NS,BHEL.NS,BOSCHLTD.NS,BPCL.NS,CIPLA.NS,COALINDIA.NS,DRREDDY.NS,GAIL.NS,GRASIM.NS,HCLTECH.NS,HDFCBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,HINDUNILVR.NS,ICICIBANK.NS,INDUSINDBK.NS,INFY.NS,ITC.NS,KOTAKBANK.NS,LT.NS,LUPIN.NS,M&M.NS,MARUTI.NS,NTPC.NS,ONGC.NS,PNB.NS,POWERGRID.NS,RELIANCE.NS,SBIN.NS,SUNPHARMA.NS,TATAPOWER.NS,TATASTEEL.NS,TCS.NS,TECHM.NS,ULTRACEMCO.NS,VEDL.NS,WIPRO.NS,ZEEL.NS
2015-02-28,0.07241500833560077,0.015247096002174665,0.08321608677073433,-0.058991507076554095,-0.03562318215019855,-0.10084886458486708,-0.06290448377979241,-0.04950485715582997,-0.06952783596722889,0.11605811068017902,-0.006142504545330496,-0.03722581663247593,0.09533055134225332,0.01385604626550796,-0.038534468933358434,-0.035735934724051566,0.13327672220848386,-0.021673398015609857,-0.06731807814047719,0.11059449495428031,-0.04868373136101123,-0.07055700798830689,-0.006550303721156725,0.05782255375003431,0.06824040497619666,0.011760478969529142,0.03434202951926979,0.09600699221680586,0.012173077768328211,-0.011775501405044797,0.10880332869420717,-0.07570812796904347,-0.12391233957036452,0.0614862276463104,-0.0652281326726385,-0.029292760152262454,-0.04233197932951571,-0.03535892569919363,-0.10193362157845653,0.0726418313838415,-0.011417255417190852,-0.0046332017476091725,0.07551360446544031,0.07872399874571379,-0.07378900372750208
2015-03-31,-0.05520294051372088,-0.10989173033603838,-0.05251451184136724,0.005141541046353337,-0.012254101682162455,-0.06226474256067349,-0.09668509938255088,0.10726328596923995,-0.13122928462823902,-0.04392569831675963,0.0894188426323983,0.06359626015917508,-0.031036342779930948,0.06427610960131092,-0.04647129342005174,-0.0328149074958598,-0.030266892098347986,-0.029696459162911526,-0.012272685929252014,-0.16854664551086185,-0.0153297926565501,-0.05891126139224534,0.024869964412891354,-0.020920180178173764,-0.1723392033982617,-0.018314139208918667,-0.02234308782832406,0.15591379346256473,-0.07239372655791021,0.025787774228181792,-0.07320931625007421,-0.044502395640561354,-0.13090594720190085,-0.0712992625529365,-0.03453931329769577,-0.10953663887830334,0.1649790166390419,-0.11683865009376482,-0.09667775467332307,-0.040715655463887446,-0.11176949378575862,-0.07930759077997773,-0.12753258679906065,-0.03889649451484123,-0.0206333892085111
2015-04-30,-0.08257879195912354,0.030337408993854398,-0.08969821222674468,-0.0602119757773002,0.013566423476131018,-0.03369526546377266,0.03363931123301733,-0.031019765360325136,0.011472429490335445,-0.11476759777386725,-0.05679575802397707,-0.10730583303521468,-0.00041314499930267257,-0.0511644530724612,-0.07091306089225957,-0.009123735998173621,-0.09781425411627576,-0.033147501516848865,-0.11777419049144011,-0.0031008725672545534,-0.02655856112217736,0.04960361290478099,-0.07020321223977377,-0.12446185805903465,-0.010741333970324507,0.014962841582365938,-0.05137662722133485,-0.11743179988069807,-0.036033291636788034,0.007708110507823607,0.02349364614188021,-0.007671093974954579,0.10630204442322921,-0.020998611444266846,0.044007439389641245,0.010110531148886048,-0.08306476154333609,-0.01686101570914711,0.1376480519066794,-0.03533772876932939,-0.013260116523663767,-0.07151058618459183,0.1073883251726151,-0.1435160427027834,-0.08690555260393673
2015-05-31,0.054893100421058216,0.023069617947359955,0.0223751876699112,0.03226444487016544,0.03099672660815167,0.18856661575865363,-0.037869936233910884,0.11676739397220892,0.05713076202004208,0.05177121693148279,0.1116704775830275,0.022720163947700156,0.07801518662318752,0.06797073130500575,0.07923943398923372,0.014306135845315593,0.14786215667881386,0.06244948444460752,0.15799339990323658,0.005054519463985718,0.010819136276357,-0.041975024544037454,0.06087648971062953,0.04165263236299044,0.014735745298917857,0.04981599276908133,0.014190982548855313,0.034244384990735455,0.0987775001756297,0.01606366987658503,-0.09148369133502754,0.0850333558516363,-0.03818456297812112,0.010548852284319343,0.029801669770671335,0.04415697872922664,0.029024748625585017,-0.01649078535148285,-0.08838622821939512,0.059504093308206274,-0.10774928982104837,0.11346884843983229,-0.06385528554093789,0.042888971296734635,0.03749394053438104
2015-06-30,-0.04486249985373758,-0.049251390090815916,-0.032407513592564885,-0.03479069980478633,-0.04518263500980235,0.09751279795417633,-0.09317607085634594,-0.013040256073346024,-0.014901732490442021,-0.0767487715587456,0.03434675065257431,-0.05388569509837948,0.07722742798754423,0.0068453480406989176,0.00861518753520496,-0.054440728375294234,-0.09003165812535019,0.015801337302605134,-0.05375249118310066,-0.1342358653855411,0.07773289276786555,-0.012461217896924892,-0.001430415694212206,-0.01215880125694524,-0.016499789183347602,-0.008958791951365397,0.07757874190081204,0.028801364738063828,0.019275204094845177,0.06277568575705161,0.008055509350569201,-0.06139198903776688,-0.07380486023923372,-0.03201118151922777,0.14036491631071457,-0.05536578153969485,-0.09471059096690626,-0.00536581179941753,-0.0727550926541416,-0.013651628036281505,-0.13816735213965592,0.006100214801367798,-0.11351486540653466,-0.02670451299512111,0.13637063470506217
2015-07-31,-0.032167109258236626,0.05553767089715267,0.010439339748031351,0.16872984034852223,0.034281532822927785,0.013150074284723257,0.231356334031791,-0.0029759370418964703,0.12283194411697607,0.12892930215844367,0.053903561993273286,0.15217725586645803,0.04225527360345449,0.1513186921582781,-0.09497705511031895,0.07953634201575244,0.08534872747427236,0.04952952192946003,0.06308676872153329,-0.0598750121716044,0.005399826622149995,-0.01818176725190368,0.12031634097101596,0.09417394220595421,0.03442789504598909,0.0036081310563809144,0.004739763079171455,-0.09680961045291914,0.07336039727839383,0.0765777948016475,-0.01888851781926526,-0.11918585227839806,0.08789615407081341,0.02084843777242873,0.0017497513381548035,0.027783041208123693,-0.05968430528622093,-0.06078443766929942,-0.1656231647864761,-0.013643801114390897,0.12393463921530667,0.05201365875309172,-0.24163192694006286,0.05534273118355992,0.0908877397881045
2015-08-31,-0.037876746854136334,0.09369244659455322,-0.10804989049402891,-0.03874061132376683,-0.11464696568240273,-0.11586744682102723,0.04084498609501841,-0.14927446040540948,-0.1864558991018721,-0.05599161192572244,-0.021992121774604412,-0.03524014041713519,-0.16558448085069755,0.055580235213330775,-0.15685054160173395,-0.07257310991349863,-0.022078925094088042,-0.07574342597653927,-0.10642263352719394,-0.2390684012210178,-0.06591430056854497,-0.08101852512272734,-0.1186744779460851,0.01610886871103423,-0.0026074444413118902,-0.0628416875483393,-0.1051501407524279,0.14077330051916848,-0.10464934081340371,-0.0321578493881618,-0.10070350394828775,-0.12247875792908691,-0.04072850137982331,-0.07992978110852555,-0.14568041258272724,-0.08405845676572432,0.09308111847465828,-0.11541266417946094,-0.08708003395996966,0.021229039655206172,-0.02958351741993781,-0.0796574592912721,-0.24261047096358634,0.0034219362257177366,-0.03510531228639058
2015-09-30,0.008914744921307616,-0.158812886625313,-0.006756732444601066,-0.008248867751851852,-0.02383058742950206,0.03556238627132524,-0.008389726371578976,-0.04642974257661503,-0.08961534117799785,-0.1647382062199897,-0.03679810448773113,-0.06758065978436334,-0.10577314983297958,-0.03260807149784328,0.020939159367348692,0.027681610305686277,0.011430972618086788,0.04024533759662874,-0.0011262475460079857,-0.10342025966495072,-0.05360672468226779,-0.027168185877313955,0.09836262259606987,0.06172315996766331,0.011225691722819064,-0.005524050730159491,-0.07588311116121205,0.05086397657979291,0.035137934561603856,0.12440026272554405,0.034477107615942026,-0.03945069640353638,-0.08008277697390043,0.023863519130178368,0.007477276339913574,-0.041237054215320645,-0.033984210063906395,0.07266720019405226,-0.05678793174761965,0.00935959918025131,0.08223304066181858,-0.07488409495482096,-0.14140893476894212,0.04555803443285944,0.019880458609434104
2015-10-31,0.024392164399478666,-0.009197383417732574,0.005587806001877915,-0.010378390963718731,-0.040855296300671085,0.10308799709970362,-0.12554575720585937,0.03315081164466438,-0.032595379538194025,0.055228361811408444,0.02398057781940266,0.08552788234353903,-0.023504420590466202,0.028241424629666945,0.020343930695870593,0.055204133327062754,-0.10728570011829208,0.028817371079838727,0.07805370189080918,0.18714680806765616,-0.009101053115390889,0.024597843410439912,-0.032415397025949644,-0.013819579601268783,0.017791991253811812,0.06102448083645329,-0.03785161516859059,-0.05167145527764683,-0.06345945955095955,-0.0504954683034623,0.07313165844610925,0.07673875354525084,-0.03677297343561858,-0.02720056047861119,0.09903763711627422,-0.00042165803925087175,0.027771484287457238,0.06004626713457695,0.15992470836445372,-0.03377565641493263,-0.03265459931184078,0.07956165515918534,0.2199136583726995,-0.041816308870900265,0.04127919593475471
2015-11-30,-0.025079780965741594,-0.09535867410572052,-0.03889832079318456,0.009450271923953535,-0.014198604420853633,-0.027916595831936952,0.12297116659517004,-0.04211418848881243,-0.11993973868923702,-0.08485395835588416,0.03518524623939867,-0.06778170983248488,0.03329195327536816,-0.27334756361628143,0.17587924574172997,0.007987401591861287,-0.0008604385910802037,-0.019870758040982928,0.04561481495580799,-0.08328383746886592,0.014175971527077946,-0.012454889762831267,0.025605902671239855,-0.041877250063748095,0.03436423390325971,0.006835057871355188,-0.025624547754232063,-0.06941783469012941,0.1536835353480468,0.02382561559448937,-0.014307308002105334,-0.034402684601623656,0.1250485365987255,0.05786407926456705,0.02047064379852248,0.04893474843888623,-0.17992253109882772,-0.023965222506135198,-0.07137043132594734,-0.04875361121730981,-0.010572099601726781,-0.029468791989902043,-0.09804887743919999,-0.005062550782003461,-0.001223630372784168
